self.Clock,C1_W1,C1W2,C1W3,C2W2,C3W3,Part1,Part2,Part3,inspector1 block time,inspector2_C2 block time,inspector2_C3 block time,Total Block Time,self.w1_idle,self.w2_idle,self.w3_idle,Total Idle Time(workstation),self.w1_aval,self.w2_aval,self.w3_aval,Event Queue
11.417940147687036,0,2,1,0,0,2,0,0,0,0,0,0,1.881248527232831,11.417940147687036,11.417940147687036,24.71712882260691,True,True,True,"(11.417940147687036, ins1c1_start) (19.18613724189362, ins2c2_end) (5000, system end) "
11.587386688454336,0,2,2,0,0,2,0,0,0,0,0,0,2.050695068000131,11.587386688454336,11.587386688454336,25.22546844490881,True,True,True,"(11.587386688454336, ins1c1_end) (19.18613724189362, ins2c2_end) (5000, system end) "
11.587386688454336,0,2,2,0,0,2,0,0,0,0,0,0,2.050695068000131,11.587386688454336,11.587386688454336,25.22546844490881,True,True,True,"(11.587386688454336, ins1c1_start) (19.18613724189362, ins2c2_end) (5000, system end) "
14.96321616681802,0,2,2,0,0,2,0,0,0,0,0,0,2.050695068000131,14.96321616681802,14.96321616681802,31.977127401636178,False,True,True,"(14.96321616681802, ins1c1_end) (19.18613724189362, ins2c2_end) (5000, system end) "
14.96321616681802,0,2,2,0,0,2,0,0,0,0,0,0,2.050695068000131,14.96321616681802,14.96321616681802,31.977127401636178,False,True,True,"(14.96321616681802, ins1c1_start) (14.96321616681802, w1_start) (19.18613724189362, ins2c2_end) (5000, system end) "
14.96321616681802,0,2,2,0,0,2,0,0,0,0,0,0,2.050695068000131,14.96321616681802,14.96321616681802,31.977127401636178,False,True,True,"(14.96321616681802, w1_start) (19.18613724189362, ins2c2_end) (21.341751547073667, ins1c1_end) (5000, system end) "
15.949729221980258,0,2,2,0,0,3,0,0,0,0,0,0,3.037208123162369,15.949729221980258,15.949729221980258,34.936666567122884,True,True,True,"(15.949729221980258, w1_end) (19.18613724189362, ins2c2_end) (21.341751547073667, ins1c1_end) (5000, system end) "
19.18613724189362,0,1,2,0,0,3,0,0,0,0,0,0,6.27361614307573,15.949729221980258,19.18613724189362,41.40948260694961,True,False,True,"(19.18613724189362, ins2c2_end) (21.341751547073667, ins1c1_end) (5000, system end) "
19.18613724189362,0,1,2,0,0,3,0,0,0,0,0,0,6.27361614307573,15.949729221980258,19.18613724189362,41.40948260694961,True,False,True,"(19.18613724189362, ins2_start) (19.18613724189362, w2_start) (21.341751547073667, ins1c1_end) (5000, system end) "
19.18613724189362,0,1,2,0,0,3,0,0,0,0,0,0,6.27361614307573,15.949729221980258,19.18613724189362,41.40948260694961,True,False,True,"(19.18613724189362, w2_start) (21.341751547073667, ins1c1_end) (26.5460482771789, ins2c3_end) (5000, system end) "
21.341751547073667,0,2,2,0,0,3,0,0,0,0,0,0,8.429230448255778,15.949729221980258,21.341751547073667,45.72071121730971,True,False,True,"(21.341751547073667, ins1c1_end) (26.5460482771789, ins2c3_end) (32.57195173289621, w2_end) (5000, system end) "
21.341751547073667,0,2,2,0,0,3,0,0,0,0,0,0,8.429230448255778,15.949729221980258,21.341751547073667,45.72071121730971,True,False,True,"(21.341751547073667, ins1c1_start) (26.5460482771789, ins2c3_end) (32.57195173289621, w2_end) (5000, system end) "
25.818895553568034,0,2,2,0,0,3,0,0,0,0,0,0,8.429230448255778,15.949729221980258,25.818895553568034,50.19785522380408,False,False,True,"(25.818895553568034, ins1c1_end) (26.5460482771789, ins2c3_end) (32.57195173289621, w2_end) (5000, system end) "
25.818895553568034,0,2,2,0,0,3,0,0,0,0,0,0,8.429230448255778,15.949729221980258,25.818895553568034,50.19785522380408,False,False,True,"(25.818895553568034, ins1c1_start) (25.818895553568034, w1_start) (26.5460482771789, ins2c3_end) (32.57195173289621, w2_end) (5000, system end) "
25.818895553568034,0,2,2,0,0,3,0,0,0,0,0,0,8.429230448255778,15.949729221980258,25.818895553568034,50.19785522380408,False,False,True,"(25.818895553568034, w1_start) (26.5460482771789, ins2c3_end) (26.92105371235444, ins1c1_end) (32.57195173289621, w2_end) (5000, system end) "
26.5460482771789,0,2,1,0,0,3,0,0,0,0,0,0,8.429230448255778,15.949729221980258,25.818895553568034,50.19785522380408,False,False,False,"(26.5460482771789, ins2c3_end) (26.92105371235444, ins1c1_end) (28.444330577359764, w1_end) (32.57195173289621, w2_end) (5000, system end) "
26.5460482771789,0,2,1,0,0,3,0,0,0,0,0,0,8.429230448255778,15.949729221980258,25.818895553568034,50.19785522380408,False,False,False,"(26.5460482771789, ins2_start) (26.5460482771789, w3_start) (26.92105371235444, ins1c1_end) (28.444330577359764, w1_end) (32.57195173289621, w2_end) (5000, system end) "
26.5460482771789,0,2,1,0,0,3,0,0,0,0,0,0,8.429230448255778,15.949729221980258,25.818895553568034,50.19785522380408,False,False,False,"(26.5460482771789, w3_start) (26.92105371235444, ins1c1_end) (28.444330577359764, w1_end) (32.57195173289621, w2_end) (40.31831261263742, ins2c3_end) (5000, system end) "
26.92105371235444,1,2,1,0,0,3,0,0,0,0,0,0,8.429230448255778,15.949729221980258,25.818895553568034,50.19785522380408,False,False,False,"(26.92105371235444, ins1c1_end) (28.444330577359764, w1_end) (32.57195173289621, w2_end) (35.58587661269655, w3_end) (40.31831261263742, ins2c3_end) (5000, system end) "
26.92105371235444,1,2,1,0,0,3,0,0,0,0,0,0,8.429230448255778,15.949729221980258,25.818895553568034,50.19785522380408,False,False,False,"(26.92105371235444, ins1c1_start) (28.444330577359764, w1_end) (32.57195173289621, w2_end) (35.58587661269655, w3_end) (40.31831261263742, ins2c3_end) (5000, system end) "
