ID,seed,simulation time,warmup period,Part1,Part2,Part3,inspector1 block time,inspector2 block time,inspector3 block time,Total Block Time,workstation1 idle time,workstation2 idle time,workstation3 idle time,Total Idle Time(workstation)
97,97,5000,1000,410,27,15,0,694.2481439949576,3313.7714059818563,4008.019549976814,1189.7600022267684,4742.648244545632,4832.72852271119,10765.13676948359
98,98,5000,1000,349,20,20,0,859.9860362784054,2455.5964866553436,3315.582522933749,919.0767450093622,3678.4884045512904,3884.7660297468037,8482.331179307457
99,99,5000,1000,367,28,24,0,684.7927924838768,2321.4644467540747,3006.2572392379516,959.2280388670688,3659.8369431068554,3714.5527809943255,8333.61776296825
100,100,5000,1000,322,20,25,0,290.5272280205454,2947.4647466029187,3237.991974623464,810.4930864050242,3708.5335171782467,3789.5103766158322,8308.536980199104
101,101,5000,1000,339,20,29,0,1177.318793524618,2168.3760209638267,3345.6948144884445,970.2543159717042,3875.3256593068595,3771.60927798023,8617.189253258794
102,102,5000,1000,318,18,26,0,0,3256.0973726341444,3256.0973726341444,967.5480440383748,3778.329689391834,3698.874202453972,8444.75193588418
103,103,5000,1000,374,22,29,0,0,2831.9196780449533,2831.9196780449533,996.1221024655753,3853.7450321669576,3690.4802730720576,8540.34740770459
104,104,5000,1000,336,23,19,0,313.5357055726863,2975.4152223914184,3288.9509279641043,986.309539499096,3744.9823549777293,3847.7824235444286,8579.074318021254
105,105,5000,1000,329,25,26,0,154.08572382953776,3081.848247852978,3235.933971682516,865.3449330276512,3758.2022466872254,3760.785450380863,8384.33263009574
106,106,5000,1000,430,23,15,0,1119.4597875540571,3118.7645792100857,4238.224366764143,1132.9203150906956,4796.781618845035,4883.296960055359,10812.998893991089
107,107,5000,1000,326,23,14,0,836.4418843722071,2513.463172304584,3349.9050566767914,904.8876803770517,3748.1173882773555,3876.6657423782667,8529.670811032674
108,108,5000,1000,346,10,11,0,31.62994048999326,3660.5140640957056,3692.144004585699,824.7355556229063,3891.5303498235317,3912.68373353434,8628.94963898078
109,109,5000,1000,334,31,31,0,326.4129060705932,2684.0850203128257,3010.4979263834193,942.8861785581829,3671.606524876695,3740.6799483717296,8355.172651806606
110,110,5000,1000,337,15,22,0,37.21865013851129,3186.0360381155606,3223.254688254072,973.1002877128718,3749.5672491144783,3793.7905032749736,8516.458040102323
111,111,5000,1000,348,17,21,0,22.359732432911187,3394.740331152117,3417.1000635850282,871.1266169558722,3801.2013077308607,3778.6080427283873,8450.93596741512
112,112,5000,1000,342,27,30,0,103.56321847454092,2875.4697889139816,2979.0330073885225,983.246239903886,3666.810644933332,3688.6263051505375,8338.683189987754
113,113,5000,1000,369,21,18,0,320.2532464933365,3017.315236802169,3337.5684832955058,984.9998841911269,3700.402062543,3810.338885907724,8495.740832641852
114,114,5000,1000,345,16,17,0,748.0179362629258,2745.923691728189,3493.9416279911147,876.2280280558999,3775.8845082981793,3839.5123138419235,8491.624850196004
115,115,5000,1000,335,16,15,0,166.06821905043853,3263.3413542959343,3429.409573346373,977.4198320850642,3853.3155084485215,3871.9459136035107,8702.681254137096
116,116,5000,1000,352,27,24,0,421.65688704710965,2621.728598368057,3043.385485415167,1033.4057134433965,3642.7202743708717,3819.962396385272,8496.08838419954
117,117,5000,1000,328,29,26,0,526.8830046172202,2732.2606647148077,3259.1436693320275,894.8183657503141,3633.6102947263093,3822.964861532831,8351.393522009455
118,118,5000,1000,352,20,23,0,40.12519811629909,3133.2157350906436,3173.3409332069427,818.9385032517959,3821.4385605623365,3812.4949131756266,8452.871976989758
119,119,5000,1000,344,18,16,0,92.64725537389631,3338.189088934254,3430.8363443081503,945.4649646694633,3800.5943702703144,3870.7739707504325,8616.83330569021
120,120,5000,1000,332,23,24,0,0,3218.493693201981,3218.493693201981,852.7801238265092,3844.8815746354194,3815.521397116785,8513.183095578714
121,121,5000,1000,327,19,19,0,264.1322568455089,3123.835000249882,3387.967257095391,827.433172572629,3848.7999528796904,3815.968025944942,8492.201151397261
122,122,5000,1000,367,26,33,0,90.70648389393364,2832.6959795192242,2923.402463413158,1081.8562292757947,3718.9364710755794,3710.253483600084,8511.046183951457
123,123,5000,1000,335,30,22,0,406.8576529325637,2739.9702842724546,3146.8279372050183,897.9948277407154,3689.459364636428,3780.2984655220494,8367.752657899193
124,124,5000,1000,341,25,26,0,164.150442980035,3080.616955697609,3244.767398677644,942.7356085920595,3659.6337295662815,3771.392383829942,8373.761721988283
125,125,5000,1000,335,16,19,0,724.5501917854222,2746.107164993478,3470.6573567789,873.5987807122191,3820.506956671235,3852.9730977210106,8547.078835104465
126,126,5000,1000,340,27,23,0,302.50058185815215,2895.007125946871,3197.5077078050226,863.129073506696,3688.078444236632,3856.9266686893343,8408.134186432662
127,127,5000,1000,353,27,29,0,82.87978172331077,2972.5676419412985,3055.4474236646092,930.9279401190481,3698.9032883564896,3671.265787799946,8301.097016275484
128,128,5000,1000,366,25,19,0,1952.854514597498,1384.7250617534944,3337.5795763509923,970.0160381248685,3720.4048724665995,3849.998641776607,8540.419552368076
129,129,5000,1000,331,16,16,0,565.1823699950328,2935.7431035311333,3500.925473526166,933.2779578810247,3831.898748715693,3857.250803463997,8622.427510060716
130,130,5000,1000,350,27,26,0,251.60525286838174,2686.5728423448327,2938.1780952132144,878.4336051056518,3636.3502703527865,3803.797591195798,8318.581466654236
131,131,5000,1000,345,24,28,0,272.55161142618454,2979.756936138772,3252.3085475649564,997.8753895350425,3724.526554271464,3808.4524303984563,8530.854374204962
132,132,5000,1000,321,16,18,0,438.4995582305005,2913.400103131103,3351.8996613616036,847.1750120848095,3816.5442778305473,3853.2335375445177,8516.952827459874
133,133,5000,1000,347,22,19,0,710.4043163159395,2586.775919447492,3297.1802357634315,937.4635165899218,3789.489924347411,3848.5838266608444,8575.537267598178
134,134,5000,1000,355,28,38,0,0,2768.2329193885917,2768.2329193885917,1068.3400149613803,3657.7029384535626,3757.833637281882,8483.876590696826
135,135,5000,1000,343,22,27,0,227.8762131849935,3086.3562335231313,3314.232446708125,920.5404056943975,3774.2356219792464,3819.265354228328,8514.04138190197
136,136,5000,1000,340,18,28,0,595.8164225306245,2514.388858493184,3110.2052810238088,822.7008307803956,3800.4781101175886,3793.3618598106796,8416.540800708663
137,137,5000,1000,337,19,15,0,59.582876213528834,3489.062131444039,3548.645007657568,953.9686142032525,3840.383227791899,3869.425856877527,8663.777698872678
138,138,5000,1000,363,37,28,0,236.80938068538035,2492.3000417803714,2729.109422465752,804.3036018221816,3563.329172435626,3788.918568912766,8156.551343170574
139,139,5000,1000,350,30,21,0,668.218416015844,2533.3782586697307,3201.5966746855747,880.3848912683645,3715.5543906127486,3821.322739195188,8417.262021076302
140,140,5000,1000,355,25,27,0,268.42733732981515,2890.0468558906705,3158.4741932204856,947.0645494686121,3715.432960262838,3812.1660479340467,8474.663557665497
141,141,5000,1000,419,26,27,0,234.52960204994952,3787.873183816585,4022.402785866534,1085.2817613748712,4625.247442825671,4761.219038717735,10471.748242918278
142,142,5000,1000,336,28,24,0,620.1312802174959,2388.4236082998136,3008.5548885173093,960.8231904990122,3722.6977860505294,3802.4003363832626,8485.921312932805
143,143,5000,1000,334,16,29,0,32.99354424658941,3119.3273175605455,3152.320861807135,886.685027689532,3838.04144938452,3771.8723790334434,8496.598856107496
144,144,5000,1000,377,20,28,0,0,2981.3711407240494,2981.3711407240494,941.9022446108968,3764.308298205098,3822.5197450522573,8528.730287868253
145,145,5000,1000,347,26,24,0,879.8142617746878,2111.5020847853402,2991.3163465600283,899.0823198358603,3748.221629231968,3749.511443854597,8396.815392922425
146,146,5000,1000,345,23,13,0,791.6254567520085,2362.6998042685655,3154.325261020574,1030.788739483315,3701.6728328340114,3914.924772531681,8647.386344849008
147,147,5000,1000,340,22,23,0,11.672610799068934,3323.405083816039,3335.077694615108,942.2125504737066,3784.050922852354,3724.567042280578,8450.830515606638
148,148,5000,1000,342,19,8,0,146.93855293173306,3415.1146729430084,3562.0532258747417,874.0185900234388,3776.254746464592,3915.2742672335453,8565.547603721576
149,149,5000,1000,366,22,22,0,108.94179937932495,2918.7102321438474,3027.6520315231724,848.1671837299677,3789.987292808557,3815.0669814886433,8453.221458027168
150,150,5000,1000,332,23,18,0,957.6210188089036,2372.200931449216,3329.82195025812,880.4408825956148,3679.068443610969,3785.9540964888097,8345.463422695393
151,151,5000,1000,342,16,20,0,353.85390447813893,3196.220931680971,3550.0748361591095,1055.4240334416754,3786.3610354969987,3776.830701654963,8618.615770593637
152,152,5000,1000,339,23,14,0,659.719849535054,2686.7622616499802,3346.4821111850342,814.7185587212807,3730.498159377573,3895.6399379617446,8440.856656060598
153,153,5000,1000,347,23,18,0,492.7815393704004,2613.6699237624257,3106.451463132826,989.6226402584807,3716.4915439494716,3909.919404076123,8616.033588284075
154,154,5000,1000,315,14,24,0,0,3246.68746287098,3246.68746287098,846.9840562622315,3901.019736778337,3825.5571146509537,8573.560907691523
155,155,5000,1000,347,15,32,0,0,3244.8759410818197,3244.8759410818197,805.8578079487737,3775.561371064899,3640.0244956333195,8221.443674646993
156,156,5000,1000,337,35,24,0,926.9770782904584,2085.9202980585965,3012.897376349055,913.1630995204409,3724.922439584248,3782.4052434448486,8420.490782549537
157,157,5000,1000,346,25,26,0,269.8858715156483,2700.319895319751,2970.2057668353996,1025.5458096831292,3674.6114365941726,3749.523057325162,8449.680303602465
158,158,5000,1000,439,27,18,0,370.4513175866118,3675.426432621882,4045.877750208494,1119.4944959777831,4746.432834631519,4904.373211609668,10770.30054221897
159,159,5000,1000,347,25,22,0,517.892373784869,2559.9948877042543,3077.8872614891234,941.0353947423791,3784.50979755013,3772.695915525051,8498.241107817561
160,160,5000,1000,322,18,29,0,739.226627747611,2179.644984738183,2918.8716124857942,959.8084631812619,3794.3599012471195,3809.7697670655843,8563.938131493966
161,161,5000,1000,334,18,33,0,0,3016.1044845358606,3016.1044845358606,1051.8513348180832,3795.6878811976503,3778.251913193132,8625.791129208865
162,162,5000,1000,331,16,22,0,414.40155959593767,2612.17212737488,3026.5736869708176,901.5289177576375,3802.92268919362,3827.8923941232347,8532.344001074493
163,163,5000,1000,352,22,18,0,273.90602602954823,3150.60488265171,3424.5109086812586,816.5897723319603,3797.352798055305,3846.723697206651,8460.666267593915
164,164,5000,1000,351,24,30,0,327.5470030098586,2812.04958136947,3139.5965843793288,993.747809958486,3664.294199126666,3690.5610587493584,8348.60306783451
165,165,5000,1000,422,34,27,0,588.8841400552772,3233.9325992733634,3822.816739328641,1259.7027286588423,4646.955298594412,4784.164585040502,10690.822612293756
166,166,5000,1000,338,25,23,0,131.26465337628372,2799.9520278693344,2931.216681245618,1037.305180070004,3699.8114728427713,3790.3746614960523,8527.491314408828
167,167,5000,1000,327,16,30,0,0,3214.2786836792334,3214.2786836792334,834.093775732641,3665.365949396644,3782.058604685395,8281.51832981468
168,168,5000,1000,347,16,14,0,156.1429339339427,3199.127938920079,3355.270872854022,856.7035522598906,3827.142001950806,3875.1579843468876,8559.003538557585
169,169,5000,1000,332,21,21,0,678.9543096779119,2375.7576210156703,3054.711930693582,1002.4634914784572,3778.439213588253,3667.3656307023834,8448.268335769093
170,170,5000,1000,325,29,36,0,34.42553340733048,2677.437903405424,2711.8634368127546,864.3561723083074,3637.9797279527743,3709.778944817121,8212.114845078202
171,171,5000,1000,346,25,20,0,841.5832951883715,2371.5681150580176,3213.151410246389,917.8846712341906,3730.8424573130064,3865.769335718103,8514.4964642653
172,172,5000,1000,323,23,16,0,988.0085267848584,2436.872812995686,3424.8813397805447,797.8824444897011,3674.68663464204,3865.9784294246965,8338.547508556438
173,173,5000,1000,343,32,34,0,633.629255908214,2306.404852725982,2940.034108634196,1014.2005533869943,3560.333256717485,3646.837735413226,8221.371545517704
174,174,5000,1000,360,25,29,0,125.20728826101049,2888.106490945146,3013.3137792061566,1056.402865333194,3649.3711944164106,3719.741735267757,8425.515795017362
175,175,5000,1000,334,23,16,0,143.67806598306765,3117.7653044997155,3261.443370482783,840.3752716695652,3806.033258097778,3777.472521444334,8423.881051211676
176,176,5000,1000,359,18,18,0,405.2277709294258,2855.406567976696,3260.6343389061217,993.0072130694668,3860.5987028607765,3828.9053689352736,8682.511284865517
177,177,5000,1000,346,19,22,0,828.9426128754806,2389.841045608874,3218.7836584843544,1021.4120628018534,3755.3727211787605,3852.600751958234,8629.385535938847
